date,protocol,chain,loss_usd,vector_category,is_technical,description,source_file
2025-01-21,Ast,BSC,65000.0,Price Manipulation,True,src/test/2025-01/Ast_exp.sol,defihacklabs_incidents.json
2025-01-20,MELANIA,Other,200000000.0,Other,True,"MELANIA MELANIA Solana Token Other $200,000,000 1.20.2025",rekt_database_raw.txt
2025-01-18,Paribus_,Arbitrum,100000.0,Price Manipulation,True,src/test/2025-01/Paribus_exp.sol,defihacklabs_incidents.json
2025-01-15,Moby Trade,Other,1000000.0,Private Key Compromise,True,"Protocol: Moby Trade
Date: Jan 15, 2025
Loss: $1,000,000
Vector: Private Key Compromise
Scenario: Compromised key led to $1M loss, though whitehats rescued $1.47M.
Reference: https://rekt.news/mobytrade-rekt/",rekt_news_extra.txt
2025-01-14,The Idols NFT,Other,340000.0,Other,True,"The Idols NFT ETH NFT Other $340,000 1.14.2025",rekt_database_raw.txt
2025-01-14,BIGO,Other,18000.0,Other,True,"BIGO BSC Token Other $18,000 1.14.2025",rekt_database_raw.txt
2025-01-13,UniLend,Other,200000.0,Other,True,"UniLend ETH Borrowing ... Other $200,000 1.13.2025",rekt_database_raw.txt
2025-01-13,Mosca2,BSC,37600.0,Logic Flaw,True,src/test/2025-01/Mosca2_exp.sol,defihacklabs_incidents.json
2025-01-11,RoulettePotV2,BSC,28000.0,Price Manipulation,True,src/test/2025-01/RoulettePotV2_exp.sol,defihacklabs_incidents.json
2025-01-10,FortuneWheel,Other,21000000.0,Other,True,"FortuneWheel BSC Gaming / M... Other $21,000,000 1.10.2025",rekt_database_raw.txt
2025-01-10,JPulsepot,BSC,21500.0,Logic Flaw,True,src/test/2025-01/JPulsepot_exp.sol,defihacklabs_incidents.json
2025-01-08,Mosca,Other,19500.0,Other,True,"Mosca BSC Yield Aggr... Other $19,500 1.8.2025",rekt_database_raw.txt
2025-01-08,Orange Finance,Other,840000.0,Access Control,True,"Orange Finance Arbitrum Yield Aggr... Access Control $840,000 1.8.2025",rekt_database_raw.txt
2025-01-08,LAURA,Other,48000.0,Other,True,"LAURA ETH Token Other $48,000 1.8.2025",rekt_database_raw.txt
2025-01-08,Moby Trade,Other,2500000.0,Access Control,True,"Moby Trade Arbitrum Exchange (... Access Control $2,500,000 1.8.2025",rekt_database_raw.txt
2025-01-08,LPMine,BSC,24000.0,Logic Flaw,True,src/test/2025-01/LPMine_exp.sol,defihacklabs_incidents.json
2025-01-07,IPC Incorrect burn pairs,BSC,590000.0,Logic Flaw,True,src/test/2025-01/IPC_exp.sol,defihacklabs_incidents.json
2025-01-06,Mosca,BSC,19000.0,Logic Flaw,True,src/test/2025-01/Mosca_exp.sol,defihacklabs_incidents.json
2025-01-05,Orange Finance,Other,843500.0,Fake Multi-sig / Key Leak,True,"Protocol: Orange Finance
Date: Jan 5, 2025
Loss: $843,500
Vector: Fake Multi-sig / Key Leak
Scenario: First significant hack of 2025. Multi-sig was actually a uni-sig. Key leak led to protocol rot.
Reference: https://rekt.news/orange-finance-rekt/",rekt_news_extra.txt
2025-01-04,SorStaking,Ethereum,41000.0,Logic Flaw,True,src/test/2025-01/sorraStaking.sol,defihacklabs_incidents.json
2025-01-04,98Token,BSC,28000.0,Access Control,True,src/test/2025-01/98Token_exp.sol,defihacklabs_incidents.json
2025-01-01,LAURAToken,Ethereum,41200.0,Price Manipulation,True,src/test/2025-01/LAURAToken_exp.sol,defihacklabs_incidents.json
2024-12-30,FEG (Feed Every...,Other,900000.0,Other,True,"FEG (Feed Every... ETH +2 Other Other $900,000 12.30.2024",rekt_database_raw.txt
2024-12-23,MoonHacker,Other,320000.0,Flash Loan Attack,True,"MoonHacker Optimism Yield Aggr... Flash Loan Attack $320,000 12.23.2024",rekt_database_raw.txt
2024-12-17,DCF,Other,9000000.0,Other,True,"DCF BSC Token Other $9,000,000 12.17.2024",rekt_database_raw.txt
2024-12-17,GemPad,Other,2000000.0,Other,True,"GemPad ETH +2 Gaming / M... Other $2,000,000 12.17.2024",rekt_database_raw.txt
2024-12-16,BTC24H,Other,85000.0,Access Control,True,"BTC24H BTC24H Polygon Token Access Control $85,000 12.16.2024",rekt_database_raw.txt
2024-12-10,CloberDEX,Base,501000.0,Reentrancy Attack,True,src/test/2024-12/CloberDEX_exp.sol,defihacklabs_incidents.json
2024-12-10,LABUBU,Other,120000.0,Other,True,"LABUBU BSC Token Other $120,000 12.10.2024",rekt_database_raw.txt
2024-12-04,Vestra DAO,Other,380000.0,Other,True,"Vestra DAO ETH Other Other $380,000 12.4.2024",rekt_database_raw.txt
2024-12-03,Pledge,BSC,15000.0,Access Control,True,src/test/2024-12/Pledge_exp.sol,defihacklabs_incidents.json
2024-12-01,Spectral,Other,200000.0,Other,True,"Spectral ETH Other Other $200,000 12.1.2024",rekt_database_raw.txt
2024-11-28,Gifto,Other,10000000.0,Rugpull,False,"Gifto BSC Gaming / M... Rugpull $10,000,000 11.28.2024",rekt_database_raw.txt
2024-11-28,XT Exchange,Other,1700000.0,Access Control,True,"XT Exchange CEX CeFi Access Control $1,700,000 11.28.2024",rekt_database_raw.txt
2024-11-25,DCT Token,Other,428000.0,Flash Loan Attack,True,"DCT Token DCT BSC Token Flash Loan Attack $428,000 11.25.2024",rekt_database_raw.txt
2024-11-19,PolterFinance,Fantom,7000000.0,Flash Loan Attack,True,src/test/2024-11/PolterFinance_exploit.sol,defihacklabs_incidents.json
2024-11-18,BTB Token,Other,5000.0,Flash Loan Attack,True,"BTB Token BTB BSC Token Flash Loan Attack $5,000 11.18.2024",rekt_database_raw.txt
2024-11-18,$2M Coin Poker,Other,2000000.0,Access Control,True,"$2M Coin Poker ETH +2 Gaming / M... Access Control $2,000,000 11.18.2024",rekt_database_raw.txt
2024-11-16,Polter Finance,Other,8700000.0,Oracle Issue,True,"Polter Finance Fantom Borrowing ... Oracle Issue $8,700,000 11.16.2024",rekt_database_raw.txt
2024-11-16,DEXX,Other,21000000.0,Other,True,"DEXX ETH +1 Exchange (... Other $21,000,000 11.16.2024",rekt_database_raw.txt
2024-11-15,Thala Labs,Other,25000000.0,Other,True,"Thala Labs Other Exchange (... Other $25,000,000 11.15.2024",rekt_database_raw.txt
2024-11-14,vETH,Other,450000.0,Other,True,"vETH ETH Borrowing ... Other $450,000 11.14.2024",rekt_database_raw.txt
2024-11-14,GemPad,Other,1900000.0,Reentrancy,True,"Protocol: GemPad
Date: Nov 14, 2024
Loss: $1,900,000
Vector: Reentrancy
Scenario: Missing reentrancy guards on the token locking contract allowed an attacker to drain $1.9M across three chains.
Reference: https://rekt.news/gempad-rekt/",rekt_news_extra.txt
2024-11-12,Clober DEX,Other,500000.0,Logic Bug / Unaudited Change,True,"Protocol: Clober DEX
Date: Nov 12, 2024
Loss: $500,000
Vector: Logic Bug / Unaudited Change
Scenario: Exploit caused by a code change (re-introducing an old vulnerability) made after the primary audit.
Reference: https://rekt.news/cloberdex-rekt/",rekt_news_extra.txt
2024-11-11,DeltaPrime (Rekt II),Other,4850000.0,Admin Key Compromise / Persistence,True,"Protocol: DeltaPrime (Rekt II)
Date: Nov 11, 2024
Loss: $4,850,000
Vector: Admin Key Compromise / Persistence
Scenario: Second hack in two months. Attacker exploited admin keys again after project failed to secure them following the first incident.
Reference: https://rekt.news/deltaprime-rekt2/",rekt_news_extra.txt
2024-11-03,Metawin,Other,4000000.0,Access Control,True,"Metawin ETH +1 Gaming / M... Access Control $4,000,000 11.3.2024",rekt_database_raw.txt
2024-10-31,M2,Other,13700000.0,Access Control,True,"M2 CEX CeFi Access Control $13,700,000 10.31.2024",rekt_database_raw.txt
2024-10-31,Sunray,Other,2855000.0,Access Control,True,"Sunray Arbitrum Exchange (... Access Control $2,855,000 10.31.2024",rekt_database_raw.txt
2024-10-31,M2 Exchange,Other,13700000.0,Private Key Compromise (Hot Wallet),True,"Protocol: M2 Exchange
Date: Oct 31, 2024
Loss: $13,700,000
Vector: Private Key Compromise (Hot Wallet)
Scenario: Hot wallets drained across multiple chains. Attacker siphoned $13.7M.
Reference: https://rekt.news/m2-exchange-rekt/",rekt_news_extra.txt
2024-10-26,Essence Finance,Other,20000000.0,Other,True,"Essence Finance Optimism +1 Stablecoin Other $20,000,000 10.26.2024",rekt_database_raw.txt
2024-10-26,CompoundFork,Base,1000000.0,Flash Loan Attack,True,src/test/2024-10/CompoundFork_exploit.sol,defihacklabs_incidents.json
2024-10-24,Ramses,Other,93000.0,Other,True,"Ramses Arbitrum Exchange (... Other $93,000 10.24.2024",rekt_database_raw.txt
2024-10-22,Vista Finance,Other,29000.0,Flash Loan Attack,True,"Vista Finance BSC Token Flash Loan Attack $29,000 10.22.2024",rekt_database_raw.txt
2024-10-22,Erc20transfer,Ethereum,14773.35,Access Control,True,src/test/2024-10/Erc20transfer_exp.sol,defihacklabs_incidents.json
2024-10-18,Tapioca DAO,Other,4700000.0,Access Control,True,"Tapioca DAO Arbitrum Stablecoin Access Control $4,700,000 10.18.2024",rekt_database_raw.txt
2024-10-16,Radiant Capital,Other,58000000.0,Access Control,True,"Radiant Capital BSC +1 Borrowing ... Access Control $58,000,000 10.16.2024",rekt_database_raw.txt
2024-10-13,MorphoBlue,Ethereum,230000.0,Price Manipulation,True,src/test/2024-10/MorphoBlue_exp.sol,defihacklabs_incidents.json
2024-10-11,P719Token,BSC,312000.0,Price Manipulation,True,src/test/2024-10/P719Token_exp.sol,defihacklabs_incidents.json
2024-10-10,Phishing,Other,2470000.0,Phishing,True,"Phishing ETH Other Phishing $2,470,000 10.10.2024",rekt_database_raw.txt
2024-10-06,SASHAToken,Ethereum,600000.0,Price Manipulation,True,src/test/2024-10/SASHAToken_exp.sol,defihacklabs_incidents.json
2024-10-06,HYDT,BSC,0.0,Price Manipulation,True,src/test/2024-10/HYDT_exp.sol,defihacklabs_incidents.json
2024-10-05,AIZPTToken,BSC,20000.0,Logic Flaw,True,src/test/2024-10/AIZPTToken_exp.sol,defihacklabs_incidents.json
2024-10-03,N/A,Other,130000.0,Oracle Issue,True,"N/A Arbitrum Borrowing ... Oracle Issue $130,000 10.3.2024",rekt_database_raw.txt
2024-10-02,LavaLending_,Arbitrum,130000.0,Price Manipulation,True,src/test/2024-10/LavaLending_exp.sol,defihacklabs_incidents.json
2024-10-01,Fire Token,Other,24000.0,Other,True,"Fire Token FIRE ETH Token Other $24,000 10.1.2024",rekt_database_raw.txt
2024-09-27,Bedrock,Other,2000000.0,Other,True,"Bedrock ETH Other Other $2,000,000 9.27.2024",rekt_database_raw.txt
2024-09-26,OnyxDAO,Other,3800000.0,Flash Loan Attack,True,"OnyxDAO ETH Borrowing ... Flash Loan Attack $3,800,000 9.26.2024",rekt_database_raw.txt
2024-09-26,Onyx Protocol (Rekt II),Other,3800000.0,Precision Loss / Empty Market Attack (Compound v2 Fork),True,"Protocol: Onyx Protocol (Rekt II)
Date: Sept 26, 2024
Loss: $3,800,000
Vector: Precision Loss / Empty Market Attack (Compound v2 Fork)
Scenario: Recurrence of the same empty market attack that hit them in 2023. Drained $3.8M despite previous experience.
Reference: https://rekt.news/onyx-protocol-rekt2/",rekt_news_extra.txt
2024-09-26,Bedrock_DeFi,Ethereum,2000000.0,Logic Flaw,True,src/test/2024-09/Bedrock_DeFi_exp.sol,defihacklabs_incidents.json
2024-09-23,Bankroll_Network,BSC,404.0,Logic Flaw,True,src/test/2024-09/Bankroll_exp.sol,defihacklabs_incidents.json
2024-09-22,Bankroll,Other,230000.0,Flash Loan Attack,True,"Bankroll BSC Yield Aggr... Flash Loan Attack $230,000 9.22.2024",rekt_database_raw.txt
2024-09-21,Shezmu,Other,4900000.0,Other,True,"Shezmu ETH Borrowing ... Other $4,900,000 9.21.2024",rekt_database_raw.txt
2024-09-20,BingX,Other,52000000.0,Other,True,"BingX CEX CeFi Other $52,000,000 9.20.2024",rekt_database_raw.txt
2024-09-20,Shezmu,Other,4900000.0,Logic Bug / Withdrawal Exploit,True,"Protocol: Shezmu
Date: Sept 20, 2024
Loss: $4,900,000
Vector: Logic Bug / Withdrawal Exploit
Scenario: Vulnerability in Shezmu's vault allowed an attacker to drain $4.9M. Funds were returned after negotiation.
Reference: https://rekt.news/shezmu-rekt/",rekt_news_extra.txt
2024-09-19,Banana Gun,Other,3000000.0,Other,True,"Banana Gun ETH Other Other $3,000,000 9.19.2024",rekt_database_raw.txt
2024-09-16,Delta Prime,Other,6000000.0,Access Control,True,"Delta Prime Arbitrum Yield Aggr... Access Control $6,000,000 9.16.2024",rekt_database_raw.txt
2024-09-13,OTSeaStaking,Ethereum,26000.0,Logic Flaw,True,src/test/2024-09/OTSeaStaking_exp.sol,defihacklabs_incidents.json
2024-09-11,Indodax,Other,25000000.0,Private Key Compromise (Hot Wallet),True,"Protocol: Indodax
Date: Sept 11, 2024
Loss: $25,000,000
Vector: Private Key Compromise (Hot Wallet)
Scenario: Indonesian exchange Indodax had its hot wallets compromised. Attributed to Lazarus Group.
Reference: https://rekt.news/indodax-rekt/",rekt_news_extra.txt
2024-09-10,CUT token,Other,1400000.0,Flash Loan Attack,True,"CUT token BSC Token Flash Loan Attack $1,400,000 9.10.2024",rekt_database_raw.txt
2024-09-10,Indodax,Other,22000000.0,Other,True,"Indodax CEX CeFi Other $22,000,000 9.10.2024",rekt_database_raw.txt
2024-09-10,Caterpillar_Coin_CUT,BSC,1400000.0,Price Manipulation,True,src/test/2024-09/Caterpillar_Coin_CUT_exp.sol,defihacklabs_incidents.json
2024-09-05,Truflation,Other,5000000.0,Access Control,True,"Truflation CEX CeFi Access Control $5,000,000 9.5.2024",rekt_database_raw.txt
2024-09-03,Penpie,Other,27000000.0,Reentrancy,True,"Penpie ETH Yield Aggr... Reentrancy $27,000,000 9.3.2024",rekt_database_raw.txt
2024-08-28,Aave,Other,56000.0,Other,True,"Aave ETH Borrowing ... Other $56,000 8.28.2024",rekt_database_raw.txt
2024-08-21,Phishing,Other,55000000.0,Phishing,True,"Phishing ETH Other Phishing $55,000,000 8.21.2024",rekt_database_raw.txt
2024-08-16,Zenterest,Ethereum,21000.0,Price Manipulation,True,src/test/2024-08/Zenterest_exp.sol,defihacklabs_incidents.json
2024-08-16,OMPx Contract,Ethereum,4.37,Flash Loan Attack,True,src/test/2024-08/OMPxContract_exp.sol,defihacklabs_incidents.json
2024-08-14,NoName,Ethereum,5000.0,Arbitrary Call,True,src/test/2024-08/YodlRouter_exp.sol,defihacklabs_incidents.json
2024-08-13,Vow,Other,1200000.0,Other,True,"Vow VOW ETH Token Other $1,200,000 8.13.2024",rekt_database_raw.txt
2024-08-12,iVest,BSC,338.0,Logic Flaw,True,src/test/2024-08/IvestDao_exp.sol,defihacklabs_incidents.json
2024-08-07,Nexera,Other,449000.0,Access Control,True,"Nexera ETH Token Access Control $449,000 8.7.2024",rekt_database_raw.txt
2024-08-06,Ronin,Other,12000000.0,Access Control,True,"Ronin ETH Bridge Access Control $12,000,000 8.6.2024",rekt_database_raw.txt
2024-08-06,Novax,BSC,25000.0,Price Manipulation,True,src/test/2024-08/NovaXM2E_exp.sol,defihacklabs_incidents.json
2024-08-01,Convergence,Other,210000.0,Other,True,"Convergence ETH Yield Aggr... Other $210,000 8.1.2024",rekt_database_raw.txt
2024-07-31,Terra,Other,6500000.0,Other,True,"Terra LUNA Other Other $6,500,000 7.31.2024",rekt_database_raw.txt
2024-07-30,Astroport,Other,6400000.0,Re-entrancy / Logic Reintroduction,True,"Protocol: Astroport
Date: July 30, 2024
Loss: $6,400,000
Vector: Re-entrancy / Logic Reintroduction
Scenario: Known and patched vulnerability from April was accidentally reintroduced in a June upgrade on the Terra network.
Reference: https://rekt.news/astroport-rekt/",rekt_news_extra.txt
2024-07-26,Karastar,Other,69000.0,Access Control,True,"Karastar KARA BSC Gaming / M... Access Control $69,000 7.26.2024",rekt_database_raw.txt
2024-07-24,MonoSwap,Other,1300000.0,Access Control,True,"MonoSwap Blast Exchange (... Access Control $1,300,000 7.24.2024",rekt_database_raw.txt
2024-07-24,Spectra_finance,Ethereum,73000.0,Incorrect Validation,True,src/test/2024-07/Spectra_finance_exp.sol,defihacklabs_incidents.json
2024-07-23,MEVbot_0xdd7c,Ethereum,18000.0,Logic Flaw,True,src/test/2024-07/MEVbot_0xdd7c_exp.sol,defihacklabs_incidents.json
2024-07-20,ETHTrustFund,Other,2100000.0,Rugpull / Malicious Deployment,True,"Protocol: ETHTrustFund
Date: July 20, 2024
Loss: $2,100,000
Vector: Rugpull / Malicious Deployment
Scenario: Exit scam on Base Network where developers drained $2.1M from investor pools.
Reference: https://rekt.news/ethtrustfund-rekt/",rekt_news_extra.txt
2024-07-19,Rho Markets,Other,7600000.0,Oracle Issue,True,"Rho Markets Other Borrowing ... Oracle Issue $7,600,000 7.19.2024",rekt_database_raw.txt
2024-07-18,WazirX,Other,235000000.0,Multisig Compromise / Blind Signing,True,"Protocol: WazirX
Date: July 18, 2024
Loss: $235,000,000
Vector: Multisig Compromise / Blind Signing
Scenario: India's largest exchange had its Safe multisig breached. 45% of customer assets ($235M) were drained. Attributed to Lazarus Group.
Reference: https://rekt.news/wazirx-rekt/",rekt_news_extra.txt
2024-07-16,Li.Fi (Jumper),Other,9730000.0,Infinite Approval / Arbitrary Call,True,"Protocol: Li.Fi (Jumper)
Date: July 16, 2024
Loss: $9,730,000
Vector: Infinite Approval / Arbitrary Call
Scenario: Multiple chain exploit draining addresses that had approved infinite permissions to a vulnerable implementation contract.
Reference: https://rekt.news/lifi-jumper-rekt/",rekt_news_extra.txt
2024-07-16,NEVER,Other,240000.0,Rugpull,False,"NEVER NEVER BSC Token Rugpull $240,000 7.16.2024",rekt_database_raw.txt
2024-07-16,ETHTrustFund,Other,2200000.0,Rugpull,False,"ETHTrustFund Other Other Rugpull $2,200,000 7.16.2024",rekt_database_raw.txt
2024-07-16,Lifiprotocol,Ethereum,10000000.0,Incorrect Validation,True,src/test/2024-07/Lifiprotocol_exp.sol,defihacklabs_incidents.json
2024-07-15,Minterest,Other,1460000.0,Other,True,"Minterest ETH Borrowing ... Other $1,460,000 7.15.2024",rekt_database_raw.txt
2024-07-14,Minterest,Mantle,1400000.0,Reentrancy Attack,True,src/test/2024-07/Minterest_exp.sol,defihacklabs_incidents.json
2024-07-12,Dough Finance,Other,1800000.0,Access Control,True,"Dough Finance ETH Borrowing ... Access Control $1,800,000 7.12.2024",rekt_database_raw.txt
2024-07-11,Smart Bank Toke...,Other,56000.0,Flash Loan Attack,True,"Smart Bank Toke... SBT BSC Token Flash Loan Attack $56,000 7.11.2024",rekt_database_raw.txt
2024-07-11,SBT,BSC,56000.0,Logic Flaw,True,src/test/2024-07/SBT_exp.sol,defihacklabs_incidents.json
2024-07-11,GAX,BSC,50000.0,Access Control,True,src/test/2024-07/GAX_exp.sol,defihacklabs_incidents.json
2024-07-08,LW2,BSC,7000.0,Overflow,True,src/test/2024-07/LW_exp.sol,defihacklabs_incidents.json
2024-07-05,DeFiPlaza,Ethereum,200000.0,Logic Flaw,True,src/test/2024-07/DeFiPlaza_exp.sol,defihacklabs_incidents.json
2024-07-03,UnverifiedContr_0x452E25,Ethereum,27.0,Access Control,True,src/test/2024-07/UnverifiedContr_0x452E25_exp.sol,defihacklabs_incidents.json
2024-07-02,Bittensor,Other,8000000.0,Access Control,True,"Bittensor Other Other Access Control $8,000,000 7.2.2024",rekt_database_raw.txt
2024-07-02,MRP,BSC,17.0,Reentrancy Attack,True,src/test/2024-07/MRP_exp.sol,defihacklabs_incidents.json
2024-06-28,Will,BSC,52000.0,Logic Flaw,True,src/test/2024-06/Will_exp.sol,defihacklabs_incidents.json
2024-06-27,APEMAGA,Ethereum,9.0,Logic Flaw,True,src/test/2024-06/APEMAGA_exp.sol,defihacklabs_incidents.json
2024-06-22,CoinStats,Other,2000000.0,Phishing,True,"CoinStats Other Other Phishing $2,000,000 6.22.2024",rekt_database_raw.txt
2024-06-22,BtcTurk,Other,54000000.0,Access Control,True,"BtcTurk CEX CeFi Access Control $54,000,000 6.22.2024",rekt_database_raw.txt
2024-06-21,Sportsbet.io,Other,3500000.0,Access Control,True,"Sportsbet.io TRON Gaming / M... Access Control $3,500,000 6.21.2024",rekt_database_raw.txt
